id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,geometry
2414,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    FERMIN CABALLERO                                  ,53,440024.62,4481614.5,POINT (-3.7076280653033478 40.483056838888565)
2415,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    MELCHOR FERNANDEZ ALMAGRO                         ,31,440654.62,4480986.5,POINT (-3.7001366724988003 40.477444845756146)
2416,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    VIRGEN DE ARANZAZU                                ,5,441428.62,4481897.5,POINT (-3.69109007606869 40.485706443511845)
2417,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    NURIA                                             ,59,440013.62,4482716.5,POINT (-3.7078621371846983 40.49298324799474)
2418,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    ISABEL COLBRAND                                   ,10,442903.62,4484834.5,POINT (-3.673952268202427 40.51226686343751)
2419,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    PUERTO DE LA CRUZ                                 ,4,439345.62,4481128.5,POINT (-3.7155922619949218 40.47862945706156)
2420,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    FERMIN CABALLERO                                  ,60,439880.62,4481664.5,POINT (-3.709331687880684 40.48349684245937)
2421,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    SANTIAGO DE COMPOSTELA                            ,62,439876.62,4481467.5,POINT (-3.7093601972091346 40.48172190642811)
2422,AUTOESCUELA,AUTOESCUELA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    SANTIAGO DE COMPOSTELA                            ,60,439897.62,4481471.5,POINT (-3.709112827827963 40.481759460194475)
2423,AUTOESCUELA,AUTOESCUELA,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,AVENIDA                  CARDENAL HERRERA ORIA                             ,273,438636.62,4481224.5,POINT (-3.723965609121218 40.479442168585706)
2424,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,PLAZA                    TUY                                               ,11,439792.62,4480868.5,POINT (-3.710294317147609 40.476319811535)
2425,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    SOTO PALACIOS                                     ,7,441969.62,4482182.5,POINT (-3.684733285342786 40.488311828224624)
2426,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,PLAZA                    MONDARIZ                                          ,13,440194.62,4481095.5,POINT (-3.7055734872139254 40.478393758580545)
2427,AUTOESCUELA,AUTOESCUELA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,AVENIDA                  BETANZOS                                          ,42,439697.62,4480840.5,POINT (-3.711412331795522 40.47606068474225)
2428,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,AVENIDA                  EL FERROL                                         ,47,440005.62,4480767.5,POINT (-3.7077720855259675 40.47542538056198)
2429,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    VALENCIA DE DON JUAN                              ,4,440213.62,4481863.5,POINT (-3.7054217654890955 40.48531355195996)
2430,AUTOESCUELA,AUTOESCUELA,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    ISLA DE TAVIRA                                    ,38,439012.62,4481388.5,POINT (-3.719545665587916 40.48094723656423)
2431,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    SANTIAGO DE COMPOSTELA                            ,60,439908.62,4481485.5,POINT (-3.70898438159762 40.48188637337653)
2432,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    LA MASO                                           ,76,439451.62,4482136.5,POINT (-3.7144380506627406 40.48771760596831)
2433,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    VIRGEN DE ARANZAZU                                ,5,441428.62,4481897.5,POINT (-3.69109007606869 40.485706443511845)
2434,AUTOESCUELA,AUTOESCUELA,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    SANGENJO                                          ,19,440521.62,4481790.5,POINT (-3.701781071854775 40.484678063819494)
2435,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    SAN JUAN DE ORTEGA                                ,24,442824.62,4483983.5,POINT (-3.674807858786312 40.50459528787391)
2436,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,AVENIDA                  PUERTO DE MASPALOMAS                              ,7,0.0,0.0,POINT (-7.488743884387038 0)
2437,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    LA MASO                                           ,103,439478.62,4481757.5,POINT (-3.714083302980211 40.48430541292939)
2438,CENTROS DE CUIDADO INFANTIL,INFANTIL,PRIVADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    VALLE DE LACIANA                                  ,1,440230.62,4482120.5,POINT (-3.705245429568385 40.48762992433766)
2439,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    ANGEL MUGICA                                      ,48,441642.62,4482041.5,POINT (-3.6885784975787903 40.487018722024644)
2440,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    ANGEL MUGICA                                      ,48,441642.62,4482041.5,POINT (-3.6885784975787903 40.487018722024644)
2441,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    VILLA DE MARIN                                    ,1,440533.62,4480734.5,POINT (-3.7015404586794247 40.475166077740326)
2442,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    LA MASO                                           ,22,439504.62,4482561.5,POINT (-3.7138532931907835 40.49155001337489)
2443,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    RAMON GOMEZ DE LA SERNA                           ,24,438170.62,4481718.5,POINT (-3.729511233633643 40.48385771159631)
2444,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,PASEO                    CAMPO DE LA ESTRELLA                              ,7,443093.62,4484014.5,POINT (-3.671636000964121 40.50489304247318)
2445,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,EL GOLOSO           ,8,FUENCARRAL-EL PARDO ,8,CALLE                    KELSEN                                            ,1,441472.66,4488103.5,POINT (-3.6911442836194532 40.541615334575546)
2446,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,AVENIDA                  CARDENAL HERRERA ORIA                             ,242,439050.62,4481550.5,POINT (-3.719112938079077 40.48240937772875)
2447,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,AVENIDA                  CARDENAL HERRERA ORIA                             ,242,439050.62,4481550.5,POINT (-3.719112938079077 40.48240937772875)
2448,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    MARCOS DE ORUETA                                  ,15,441723.62,4481716.5,POINT (-3.6875929381110337 40.48409668381278)
2449,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    FINISTERRE                                        ,9,440537.62,4480826.5,POINT (-3.7015018986782904 40.47599513542373)
2450,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,PLAZA                    MONDARIZ                                          ,14,440173.62,4481094.5,POINT (-3.705821129383118 40.4783832375679)
2451,CENTROS PRIVADOS CONCERTADOS DE EDUCACION PRIMARIA,OTRO,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,TRAVESIA                 COSTA BRAVA                                       ,3,440699.62,4482965.5,POINT (-3.6997909559746485 40.4952756248587)
2452,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,AVENIDA                  CARDENAL HERRERA ORIA                             ,242,439050.62,4481550.5,POINT (-3.719112938079077 40.48240937772875)
2453,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    SANTIAGO DE COMPOSTELA                            ,26,440639.62,4481732.5,POINT (-3.7003834662724873 40.4841640233849)
2454,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    FERMIN CABALLERO                                  ,61,439785.62,4481536.5,POINT (-3.7104403272974285 40.4823368887683)
2455,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    ALICIA BAENA                                      ,19,438401.62,4481340.5,POINT (-3.7267491985698507 40.480469735568704)
2456,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    FERMIN CABALLERO                                  ,19,440530.62,4481911.5,POINT (-3.7016862405475304 40.48576872107305)
2457,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    ISLAS MASCAREÃAS                                  ,11,438018.62,4481301.5,POINT (-3.7312637435775007 40.48008991103972)
2458,AUTOESCUELA,AUTOESCUELA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    LA BAÃEZA                                         ,32,439395.62,4480864.5,POINT (-3.714977182616221 40.47625490204888)
2459,AUTOESCUELA,AUTOESCUELA,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    ISLAS BERMUDAS                                    ,33,441663.62,4482895.5,POINT (-3.68840934142848 40.49471335853624)
2460,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    NURIA                                             ,59,440013.62,4482716.5,POINT (-3.7078621371846983 40.49298324799474)
2461,CENTROS DE CUIDADO INFANTIL,INFANTIL,PRIVADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,AVENIDA                  VENTISQUERO DE LA CONDESA                         ,10,439284.62,4482051.5,POINT (-3.7164002719911897 40.48693970021352)
2462,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,PLAZA                    CARBALLO                                          ,4,440230.62,4480958.5,POINT (-3.705135883490957 40.47716220333608)
2463,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    CASTIELLO DE JACA                                 ,2,442801.62,4483563.5,POINT (-3.675041366104754 40.500810178223546)
2464,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    ISLA DE TABARCA                                   ,44,438735.62,4481238.5,POINT (-3.7227990473220434 40.4795755951565)
2465,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,PLAZA                    MADRE MARIA ANA MOGAS                             ,12,441593.62,4482864.5,POINT (-3.6892324752045855 40.494429175636206)
2466,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,PLAZA                    FERMIN CABALLERO                                  ,76,439427.62,4481466.5,POINT (-3.714657197403072 40.4816802649318)
2467,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    SARRIA                                            ,49,439381.62,4480688.5,POINT (-3.7151255127170835 40.47466840942518)
2468,AUTOESCUELA,AUTOESCUELA,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    GINZO DE LIMIA                                    ,60,440179.62,4481670.5,POINT (-3.70580469167188 40.48357248909848)
2469,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    ISLA DE JAVA                                      ,74,441920.62,4482651.5,POINT (-3.6853544063832464 40.49253333689936)
2470,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    ISLAS MASCAREÃAS                                  ,11,438018.62,4481301.5,POINT (-3.7312637435775007 40.48008991103972)
2471,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,EL PILAR            ,4,FUENCARRAL-EL PARDO ,8,CALLE                    FERMIN CABALLERO                                  ,68,439721.62,4481578.5,POINT (-3.7111993703777744 40.48271059585508)
2472,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL GOLOSO           ,8,FUENCARRAL-EL PARDO ,8,AVENIDA                  SANTUARIO DE VALVERDE                             ,3,439904.62,4483992.5,POINT (-3.7092693336644813 40.5044699952448)
2473,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,PASEO                    CASTELLANA                                        ,259,441645.9,4481003.5,POINT (-3.6884442595239295 40.47766823563298)
2474,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    ISLAS CIES                                        ,11,439158.62,4481344.5,POINT (-3.717819024325833 40.48056157999118)
2475,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,AVENIDA                  MONFORTE DE LEMOS                                 ,24,440580.62,4481295.5,POINT (-3.701038592265574 40.48022314352726)
2476,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    FINISTERRE                                        ,5,440585.62,4480798.5,POINT (-3.7009330402460705 40.475746336025765)
2477,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,LA PAZ              ,5,FUENCARRAL-EL PARDO ,8,CALLE                    SANGENJO                                          ,5,440269.62,4481679.5,POINT (-3.7047437299654087 40.48366004392162)
2478,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CAMINO                   GANAPANES                                         ,31,439295.62,4480701.5,POINT (-3.7161412386813715 40.474779236695305)
2479,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    RAMON GOMEZ DE LA SERNA                           ,103,438350.62,4481582.5,POINT (-3.7273743909147807 40.482645964962394)
2480,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL GOLOSO           ,8,FUENCARRAL-EL PARDO ,8,CALLE                    SANTUARIO DE VALVERDE                             ,54,440864.62,4484120.5,POINT (-3.6979517929450103 40.505692044087006)
2481,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    ESTELLA                                           ,9,442735.62,4483178.5,POINT (-3.675785427265953 40.497337393760276)
2482,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,EL GOLOSO           ,8,FUENCARRAL-EL PARDO ,8,AVENIDA                  SANTUARIO DE VALVERDE                             ,3,439920.62,4483968.5,POINT (-3.7090782322870965 40.50425495425297)
2483,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,EL GOLOSO           ,8,FUENCARRAL-EL PARDO ,8,CALLE                    MONASTERIO DE OSEIRA                              ,17,440958.62,4484685.5,POINT (-3.6968951097712988 40.510788451909654)
2484,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,PEÃA GRANDE         ,3,FUENCARRAL-EL PARDO ,8,CALLE                    LA BAÃEZA                                         ,43,439146.62,4480724.5,POINT (-3.7179010963142574 40.47497552486043)
2485,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,MIRASIERRA          ,7,FUENCARRAL-EL PARDO ,8,CALLE                    VALLE DE LACIANA                                  ,1,440230.62,4482120.5,POINT (-3.705245429568385 40.48762992433766)
2486,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALVERDE            ,6,FUENCARRAL-EL PARDO ,8,CALLE                    PORTOMARIN                                        ,9,443789.97,4484361.5,POINT (-3.6634486775335735 40.50806643068257)
2487,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,PLAZA                    ALCIRA                                            ,14,439455.62,4479491.5,POINT (-3.7141383526634972 40.46389078988693)
2488,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    TUTOR                                             ,11,439381.6,4475363.5,POINT (-3.714617418944042 40.426698697016654)
2489,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    JUAN ALVAREZ MENDIZABAL                           ,65,439041.6,4475584.5,POINT (-3.7186464991336323 40.42866471554458)
2490,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CALLE                    ANICETO MARINAS                                   ,34,438640.0,4474905.5,POINT (-3.723315128551134 40.42251847365745)
2491,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,GLORIETA                 PRESIDENTE GARCIA MORENO                          ,3,439368.62,4477501.5,POINT (-3.714974418519365 40.44595775066109)
2492,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    SAN RESTITUTO                                     ,24,439622.62,4479636.5,POINT (-3.7121824806853834 40.4652091576105)
2493,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    ESPINOS                                           ,10,434166.66,4479349.5,POINT (-3.776503206076705 40.46220937811827)
2494,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    VALTRAVIESO                                       ,12,433460.66,4478159.5,POINT (-3.7847049957768992 40.45143333212726)
2495,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    NUEVA ZELANDA                                     ,21,438602.62,4479773.5,POINT (-3.7242262609101213 40.4663685496644)
2496,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,PASEO                    COMANDANTE FORTEA                                 ,81,437681.62,4475672.5,POINT (-3.7346868702323515 40.4293566856012)
2497,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    SANTIAGO RUSIÃOL                                  ,12,439199.62,4477633.5,POINT (-3.7169797803457034 40.44713451705279)
2498,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,GLORIETA                 PRESIDENTE GARCIA MORENO                          ,3,439368.62,4477501.5,POINT (-3.714974418519365 40.44595775066109)
2499,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    ISLA DE LONG                                      ,4,439274.0,4479454.0,POINT (-3.7162768656317366 40.463539721273555)
2500,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    NAVALPERAL                                        ,9,438398.62,4479186.5,POINT (-3.7265754229404915 40.461065545176716)
2501,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    JUAN DE HERRERA                                   ,4,438034.62,4476808.5,POINT (-3.7306363505846174 40.439616587236294)
2502,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,AVENIDA                  OSA MAYOR                                         ,19,0.0,0.0,POINT (-7.488743884387038 0)
2503,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    ARANZUEQUE                                        ,4,433142.66,4479273.5,POINT (-3.7885721865539397 40.46144298922564)
2504,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CALLE                    SAN POL DE MAR                                    ,13,438272.62,4474991.5,POINT (-3.727653842564696 40.4232660237694)
2505,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,AVENIDA                  GREGORIO DEL AMO                                  ,4,438951.62,4477576.5,POINT (-3.7198985874650257 40.44660286404353)
2506,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,VALDEMARIN          ,5,MONCLOA-ARAVACA     ,9,CALLE                    VALDESQUI                                         ,4,434506.88,4479661.0,POINT (-3.772522811609755 40.46504233700561)
2507,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,AVENIDA                  VALLADOLID                                        ,17,438266.62,4475367.5,POINT (-3.7277610726573815 40.42665274118965)
2508,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,PLAZA                    ESPAÃA                                            ,9,439460.6,4474835.5,POINT (-3.713635902073565 40.421947993241496)
