id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,geometry
5134,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    MOSCU                                             ,18,449027.56,4475167.5,POINT (-3.6008940282350363 40.42557994104045)
5135,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    CANGAS DE ONIS                                    ,7,446654.56,4475677.5,POINT (-3.6289096232406206 40.430025549873335)
5136,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    SOFIA                                             ,205,448960.56,4475561.5,POINT (-3.6017154550473833 40.42912523668265)
5137,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    ZURICH                                            ,10,448491.56,4474724.5,POINT (-3.6071765011073573 40.42155610362608)
5138,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    VIRGEN DE LA OLIVA                                ,20,447095.56,4475812.5,POINT (-3.6237220364859035 40.431269874801686)
5139,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,137,448177.56,4475262.5,POINT (-3.6109215511067414 40.42638324843149)
5140,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    JULIAN CAMARILLO                                  ,6,446465.56,4476103.5,POINT (-3.63117356844935 40.433851063179326)
5141,AUTOESCUELA,AUTOESCUELA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    SUECIA                                            ,23,448547.56,4474908.5,POINT (-3.606531301512839 40.42321715764545)
5142,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    LONGARES                                          ,11,448346.56,4475738.5,POINT (-3.60896803670192 40.43068186348199)
5143,AUTOESCUELA,AUTOESCUELA,PRIVADO,AMPOSTA             ,3,SAN BLAS-CANILLEJAS ,20,CALLE                    TEJEDORES                                         ,23,447358.56,4475495.5,POINT (-3.620595293653748 40.428430833910085)
5144,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    SAN MARINO                                        ,6,448370.56,4474738.5,POINT (-3.6086038977823276 40.42167472540215)
5145,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    MUSAS                                             ,9,448462.56,4476549.5,POINT (-3.607666295904267 40.43799504711494)
5146,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    CASTILLO DE UCLES                                 ,24,446880.56,4475386.5,POINT (-3.6262210587703674 40.42741851168153)
5147,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    CASTILLO DE UCLES                                 ,28,447007.56,4475452.5,POINT (-3.6247294514158175 40.42802117877055)
5148,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,EL SALVADOR         ,8,SAN BLAS-CANILLEJAS ,20,CALLE                    MARIA LOMBILLO                                    ,5,445882.56,4477201.5,POINT (-3.6381402836740824 40.4437047300833)
5149,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,82,447980.56,4474998.5,POINT (-3.6132222087337222 40.42399267751726)
5150,AUTOESCUELA,AUTOESCUELA,PRIVADO,AMPOSTA             ,3,SAN BLAS-CANILLEJAS ,20,CALLE                    FOTOGRAFIA                                        ,8,447163.56,4475033.5,POINT (-3.6228556452818945 40.4242564964673)
5151,CENTROS PRIVADOS CONCERTADOS DE EDUCACION PRIMARIA,OTRO,PRIVADO,HELLIN              ,2,SAN BLAS-CANILLEJAS ,20,CALLE                    ALCONERA                                          ,1,447590.56,4475666.5,POINT (-3.617874471398344 40.42998595453585)
5152,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    FERNANDO MIJARES                                  ,22,447612.56,4477679.5,POINT (-3.617781094384728 40.44812163742138)
5153,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,EL SALVADOR         ,8,SAN BLAS-CANILLEJAS ,20,CALLE                    GENERAL ARANAZ                                    ,66,445506.6,4477495.5,POINT (-3.6425984757799026 40.44632868488709)
5154,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    LONGARES                                          ,36,448318.56,4475504.5,POINT (-3.6092791002314724 40.42857210682014)
5155,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    ARCOS DE JALON                                    ,34,447478.56,4474770.5,POINT (-3.619120791315425 40.42190717526424)
5156,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    ALCALA                                            ,587,447916.56,4477405.5,POINT (-3.614173888101852 40.44567238683792)
5157,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),ADULTOS,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    ARCOS DE JALON                                    ,9,447054.56,4474713.5,POINT (-3.624113861861366 40.42136681296423)
5158,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    ESFINGE                                           ,24,448207.56,4477329.5,POINT (-3.610736371156935 40.44500591316144)
5159,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    ESTOCOLMO                                         ,4,449005.56,4475021.5,POINT (-3.6011416544901222 40.42426333104621)
5160,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    SUECIA                                            ,100,448612.56,4476061.5,POINT (-3.605858311891444 40.433608124292185)
5161,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,REJAS               ,6,SAN BLAS-CANILLEJAS ,20,AVENIDA                  SAN CRISTOBAL                                     ,1,449502.56,4477795.5,POINT (-3.5955035770202715 40.44928359370052)
5162,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,HELLIN              ,2,SAN BLAS-CANILLEJAS ,20,CALLE                    HINOJAL                                           ,7,447995.56,4475909.5,POINT (-3.613119916698088 40.43220046587982)
5163,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    RUSIA                                             ,11,448242.56,4475038.5,POINT (-3.6101370893514027 40.42436936242761)
5164,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    ALCALA                                            ,472,446349.62,4476689.0,POINT (-3.6325898603157913 40.439118110905525)
5165,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,REJAS               ,6,SAN BLAS-CANILLEJAS ,20,CALLE                    NANCLARES DE OCA                                  ,14,451039.56,4477248.5,POINT (-3.577336843098048 40.44444781232827)
5166,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    BUDAPEST                                          ,11,448882.56,4475357.5,POINT (-3.6026185629638654 40.42728268571751)
5167,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    ALBARRACIN                                        ,31,446445.56,4476023.5,POINT (-3.6314026146394967 40.433129089391564)
5168,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    TOSCANA                                           ,114,447951.56,4474364.5,POINT (-3.6135121622565696 40.41827939386238)
5169,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    VALDECANILLAS                                     ,31,446747.56,4475856.5,POINT (-3.6278282697855695 40.431644046068236)
5170,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,HELLIN              ,2,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,58,448087.56,4475960.5,POINT (-3.612039482962432 40.43266565214462)
5171,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    LUISA DE CARVAJAL                                 ,26,447554.56,4476566.5,POINT (-3.61837313526148 40.438091425075605)
5172,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,EL SALVADOR         ,8,SAN BLAS-CANILLEJAS ,20,CALLE                    MARIA LOMBILLO                                    ,5,445882.56,4477201.5,POINT (-3.6381402836740824 40.4437047300833)
5173,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    CONSERVEROS                                       ,4,447526.56,4475111.5,POINT (-3.618583140482813 40.42498214163802)
5174,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,HELLIN              ,2,SAN BLAS-CANILLEJAS ,20,CALLE                    ALCONERA                                          ,1,447590.56,4475666.5,POINT (-3.617874471398344 40.42998595453585)
5175,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    GUTIERREZ CANALES                                 ,2,448058.56,4477513.5,POINT (-3.6125083308451984 40.44665419842103)
5176,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    SAN ROMAN DEL VALLE                               ,8,447277.56,4474513.5,POINT (-3.62146873395304 40.41957924951872)
5177,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    ARCOS DE JALON                                    ,118,447982.56,4475155.5,POINT (-3.6132114775822273 40.425407156328646)
5178,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    CARLOS II                                         ,1,448431.56,4475416.5,POINT (-3.607939861587221 40.42778636036472)
5179,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL SALVADOR         ,8,SAN BLAS-CANILLEJAS ,20,AVENIDA                  VEINTICINCO DE SEPTIEMBRE                         ,8,447003.56,4477288.5,POINT (-3.6249297243707908 40.444560685602724)
5180,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    SOFIA                                             ,34,449057.56,4475150.5,POINT (-3.600539026387043 40.42542863161524)
5181,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    ARGENTA                                           ,14,447825.56,4474902.5,POINT (-3.61504142278993 40.42311814437122)
5182,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    CRONOS                                            ,34,0.0,0.0,POINT (-7.488743884387038 0)
5183,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,REJAS               ,6,SAN BLAS-CANILLEJAS ,20,CALLE                    ARAMAYONA                                         ,5,450988.56,4477174.5,POINT (-3.577932491545748 40.443778167328006)
5184,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,129,448190.56,4475328.5,POINT (-3.610773684103336 40.426978627283994)
5185,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,HELLIN              ,2,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,58,0.0,0.0,POINT (-7.488743884387038 0)
5186,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,25,447834.56,4476865.5,POINT (-3.6150964442206 40.440802606815694)
5187,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    ARCOS DE JALON                                    ,34,0.0,0.0,POINT (-7.488743884387038 0)
5188,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    VIRGEN DE LA OLIVA                                ,26,447051.56,4475819.5,POINT (-3.624241332683544 40.4313301352688)
5189,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,CALLE                    HELSINKI                                          ,2,448882.56,4475035.5,POINT (-3.6025926743285392 40.42438190406305)
5190,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    ARCOS DE JALON                                    ,22,0.0,0.0,POINT (-7.488743884387038 0)
5191,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,AVENIDA                  CANILLEJAS A VICALVARO                            ,135,448237.56,4475256.5,POINT (-3.6102137759582638 40.42633293200102)
5192,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    FERNANDO VII                                      ,3,447571.56,4476158.5,POINT (-3.61813904108909 40.43441698974406)
5193,AUTOESCUELA,AUTOESCUELA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    ALCALA                                            ,460,446226.56,4476655.5,POINT (-3.634037937343642 40.43880837537772)
5194,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    AMPOSTA                                           ,34,447452.56,4474898.5,POINT (-3.6194378386080963 40.42305863649673)
5195,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    PEONES                                            ,4,447650.56,4475242.5,POINT (-3.6171322330471907 40.426170081701905)
5196,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    PANDORA                                           ,23,447786.56,4476764.5,POINT (-3.6156540933991885 40.439889726123035)
5197,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    DISCOBOLO                                         ,68,448168.56,4477162.5,POINT (-3.61118260746029 40.44349904724191)
5198,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    ALBARRACIN                                        ,34,446330.56,4476191.5,POINT (-3.632772564337265 40.43463511734807)
5199,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    PANDORA                                           ,23,447786.56,4476764.5,POINT (-3.6156540933991885 40.439889726123035)
5200,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    MUSAS                                             ,9,448462.56,4476549.5,POINT (-3.607666295904267 40.43799504711494)
5201,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARCOS               ,4,SAN BLAS-CANILLEJAS ,20,CALLE                    AMPOSTA                                           ,34,447461.56,4474875.5,POINT (-3.6193298506946054 40.42285200670045)
5202,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    HERMANOS GARCIA NOBLEJAS                          ,17,445998.56,4476398.5,POINT (-3.63670426699719 40.436478400132025)
