id_alojamiento,tipo_alojamiento,restaurante,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,restaurante,geometry
762,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CAMINO                   ROBLEDAL                                          ,2,436706.62,4474041.5,NO,POINT (-3.7460181370813164 40.4145904069176)
763,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,PASEO                    SENDA DEL REY                                     ,1,437721.62,4476275.5,NO,POINT (-3.7342744210718 40.434791738532354)
764,CASA DE HUESPEDES,NO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    SANCHEZ PRECIADO                                  ,12,439686.62,4478909.5,NO,POINT (-3.711358532890761 40.45866470985256)
765,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    CADARSO                                           ,18,439302.6,4474897.5,NO,POINT (-3.7155041797142365 40.42249500583403)
767,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    ECIJA                                             ,4,438653.62,4475930.5,NO,POINT (-3.723253493053266 40.431753105123775)
768,HOTEL,SI,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    ALSASUA                                           ,5,432247.66,4479558.5,SI,POINT (-3.799158034151765 40.4639378320039)
769,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    SAN MARTIN DE PORRES                              ,8,438348.62,4480007.5,NO,POINT (-3.727244882606356 40.46845769221758)
770,APART-HOTEL,NO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    JUAN ALVAREZ MENDIZABAL                           ,17,439342.6,4475156.5,NO,POINT (-3.7150573992410885 40.42483110834392)
771,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,AVENIDA                  COMPLUTENSE                                       ,1,438239.62,4477237.5,NO,POINT (-3.728261077789075 40.44349643481842)
772,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    LEONARDO PRIETO CASTRO                            ,6,438816.62,4478220.5,NO,POINT (-3.7215524695296702 40.45239433971436)
773,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    ANTILLON                                          ,12,438220.6,4473767.5,NO,POINT (-3.7281481314718383 40.412235855020015)
774,VIVIENDA TURISTICA,NO,ALUCHE              ,4,LATINA              ,10,CALLE                    MAQUEDA                                           ,141,435404.62,4471074.5,NO,POINT (-3.7610620435567865 40.387762512251236)
775,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    DOÃA MENCIA                                       ,13,438223.6,4473581.5,NO,POINT (-3.7280947160771363 40.41056050940928)
776,HOTEL,SI,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    MARIANO CARDERERA                                 ,12,437865.62,4473571.5,SI,POINT (-3.732312554759803 40.410443780980906)
777,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    LAIN CALVO                                        ,13,438414.6,4473780.5,NO,POINT (-3.725863029494571 40.412367341182254)
778,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    SAN CRISPIN                                       ,5,438421.6,4474013.5,NO,POINT (-3.725803084256216 40.414466823977214)
779,HOSTAL,NO,ALUCHE              ,4,LATINA              ,10,CALLE                    PETIRROJO                                         ,34,436661.62,4471397.5,NO,POINT (-3.7462854048219443 40.39076875265389)
780,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    JAIME VERA                                        ,9,438180.6,4473742.5,NO,POINT (-3.7286171166653785 40.412007674434115)
781,VIVIENDA TURISTICA,NO,LOS CARMENES        ,1,LATINA              ,10,CALLE                    GOTARRENDURA                                      ,10,437483.6,4472674.5,NO,POINT (-3.736726556992152 40.40233462334279)
782,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    PORTUGAL                                          ,141,437505.62,4473695.5,NO,POINT (-3.736567343626554 40.411533874799154)
783,VIVIENDA TURISTICA,NO,ALUCHE              ,4,LATINA              ,10,CALLE                    VALMOJADO                                         ,237,435648.62,4471138.5,NO,POINT (-3.7581939427680884 40.38835793393068)
784,VIVIENDA TURISTICA,NO,LUCERO              ,3,LATINA              ,10,CALLE                    CARLINA                                           ,4,436294.62,4472914.5,NO,POINT (-3.750761020940395 40.40440651978094)
785,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    GRANDEZA ESPAÃOLA                                 ,78,437702.62,4473612.5,NO,POINT (-3.734237529073507 40.41080094329352)
786,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    DOÃA MENCIA                                       ,11,438223.6,4473586.5,NO,POINT (-3.7280952015228834 40.41060555157358)
787,VIVIENDA TURISTICA,NO,LOS CARMENES        ,1,LATINA              ,10,CALLE                    GOTARRENDURA                                      ,6,437462.6,4472711.5,NO,POINT (-3.73697764784407 40.40266635818767)
788,CASA DE HUESPEDES,NO,ALUCHE              ,4,LATINA              ,10,CALLE                    CAMARENA                                          ,314,435658.62,4470908.5,NO,POINT (-3.7580529010889525 40.38628677251205)
790,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    GENISTA                                           ,7,438520.6,4473429.5,NO,POINT (-3.7245798633759692 40.409213215052254)
791,APART-HOTEL,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    PUENTE DE SEGOVIA                                 ,1,438503.6,4473908.5,NO,POINT (-3.724826502410517 40.41352700126318)
792,VIVIENDA TURISTICA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    BARRAFON                                          ,21,437923.62,4473660.5,NO,POINT (-3.7316377056750696 40.411249858167835)
793,HOSTAL,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    DOÃA URRACA                                       ,11,438456.6,4473854.5,NO,POINT (-3.7253752014524526 40.41303707187228)
794,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PUERTA DEL ANGEL    ,2,LATINA              ,10,CALLE                    GALIANA                                           ,16,437824.6,4473441.5,NO,POINT (-3.732783274208479 40.40926962288005)
795,APART-HOTEL,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    BERNARDINA ARANGUREN                              ,4,437069.6,4471281.5,NO,POINT (-3.7414672962356237 40.38975469588248)
796,VIVIENDA TURISTICA,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    PARQUE EUGENIA DE MONTIJO                         ,74,436245.22,4470175.0,NO,POINT (-3.751068908698845 40.37972418616937)
797,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,SAN ISIDRO          ,3,CARABANCHEL         ,11,CALLE                    MATILDE HERNANDEZ                                 ,40,437706.6,4471391.5,NO,POINT (-3.733973291462707 40.39079350453572)
798,VIVIENDA TURISTICA,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,AVENIDA                  NUESTRA SEÃORA DE VALVANERA                       ,1,437568.6,4471310.5,NO,POINT (-3.735591212870483 40.39005348860994)
799,HOTEL,SI,COMILLAS            ,1,CARABANCHEL         ,11,CALLE                    ANTONIO LOPEZ                                     ,65,439938.6,4471743.5,SI,POINT (-3.707709838562472 40.39412842380797)
800,HOSTAL,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    GUABAIRO                                          ,1,436761.6,4471004.5,NO,POINT (-3.745068466723881 40.387236035070615)
801,VIVIENDA TURISTICA,NO,ABRANTES            ,7,CARABANCHEL         ,11,CALLE                    CAMINO VIEJO DE LEGANES                           ,174,437754.6,4470069.5,NO,POINT (-3.7332786148404775 40.37888790527657)
802,HOSTAL,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    EL ESPINAR                                        ,8,436774.6,4470955.5,NO,POINT (-3.7449104511030136 40.38679560843145)
803,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,OPAÃEL              ,2,CARABANCHEL         ,11,CALLE                    SALDAÃA                                           ,12,438294.6,4471338.5,NO,POINT (-3.7270405658251775 40.390359820964825)
804,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,SAN ISIDRO          ,3,CARABANCHEL         ,11,CALLE                    PEÃAFIEL                                          ,40,438377.6,4471684.5,NO,POINT (-3.7260961750724735 40.393482894425595)
805,VIVIENDA TURISTICA,NO,COMILLAS            ,1,CARABANCHEL         ,11,CALLE                    EDUARDO MARQUINA                                  ,28,439663.4,4471572.5,NO,POINT (-3.710936111836981 40.392568080570605)
807,HOSTAL,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    HUMANITARIAS                                      ,21,437126.6,4471055.5,NO,POINT (-3.7407734488277167 40.38772309226633)
808,VIVIENDA TURISTICA,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    PARQUE EUGENIA DE MONTIJO                         ,74,436240.06,4470177.0,NO,POINT (-3.75112989169346 40.37974180824111)
809,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,COMILLAS            ,1,CARABANCHEL         ,11,CALLE                    ANTONIO LOPEZ                                     ,39,439621.6,4471944.5,NO,POINT (-3.7114638692824435 40.395916210363154)
810,HOSTAL,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    BATALLA DE TORRIJOS                               ,26,437096.6,4470724.5,NO,POINT (-3.7410941975021625 40.38473903241196)
811,VIVIENDA TURISTICA,NO,VISTA ALEGRE        ,4,CARABANCHEL         ,11,CALLE                    PARQUE EUGENIA DE MONTIJO                         ,74,436242.56,4470176.5,NO,POINT (-3.7511003925865976 40.379737495305555)
812,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ABRANTES            ,7,CARABANCHEL         ,11,CALLE                    ELVAS                                             ,2,438444.6,4470783.5,NO,POINT (-3.725219702619414 40.385371215824236)
813,CASA DE HUESPEDES,NO,BUENAVISTA          ,6,CARABANCHEL         ,11,CALLE                    CAMBRIJAS                                         ,2,435324.6,4468844.5,NO,POINT (-3.7617784639510714 40.36766753838063)
814,VIVIENDA TURISTICA,NO,PRADOLONGO          ,7,USERA               ,12,CALLE                    SAN BASILIO                                       ,19,439925.94,4470169.0,NO,POINT (-3.707710522508772 40.37994361213805)
815,HOTEL,SI,MOSCARDO            ,5,USERA               ,12,CALLE                    ANTONIO LOPEZ                                     ,168,440561.6,4471130.5,SI,POINT (-3.7003122779240325 40.388650895785574)
816,VIVIENDA TURISTICA,NO,ALMENDRALES         ,4,USERA               ,12,PLAZA                    SANTUARIO                                         ,23,440639.56,4470382.5,NO,POINT (-3.6993241119246 40.381918075097836)
817,VIVIENDA TURISTICA,NO,ZOFIO               ,6,USERA               ,12,CALLE                    ANTONIO PRIETO                                    ,57,439377.6,4470244.5,NO,POINT (-3.714177024254063 40.38058404333216)
818,VIVIENDA TURISTICA,NO,ORCASITAS           ,1,USERA               ,12,CALLE                    GRAN AVENIDA                                      ,41,440124.56,4469059.5,NO,POINT (-3.705266601607083 40.369962939490286)
819,HOSTAL,NO,MOSCARDO            ,5,USERA               ,12,CALLE                    ENRIQUE FUENTES                                   ,12,439639.6,4470868.5,NO,POINT (-3.711149809485245 40.38622437257318)
820,VIVIENDA TURISTICA,NO,ORCASITAS           ,1,USERA               ,12,CALLE                    PRADOLONGO                                        ,1,439810.56,4468916.5,NO,POINT (-3.7089514082117727 40.36865210577704)
821,APART-HOTEL,NO,PRADOLONGO          ,7,USERA               ,12,CALLE                    GONZALEZ ARIAS                                    ,3,439851.28,4470309.0,NO,POINT (-3.7086032154135387 40.38119941898685)
822,VIVIENDA TURISTICA,NO,MOSCARDO            ,5,USERA               ,12,CALLE                    MONEDEROS                                         ,15,440431.56,4471094.0,NO,POINT (-3.701840906817321 40.388312796238864)
823,VIVIENDA TURISTICA,NO,ALMENDRALES         ,4,USERA               ,12,PLAZA                    SANTUARIO                                         ,23,440639.56,4470377.5,NO,POINT (-3.6993236461325383 40.38187303242698)
824,VIVIENDA TURISTICA,NO,SAN FERMIN          ,3,USERA               ,12,CALLE                    OTEIZA                                            ,48,441559.56,4469153.5,NO,POINT (-3.6883736720930234 40.370911583902156)
825,VIVIENDA TURISTICA,NO,MOSCARDO            ,5,USERA               ,12,AVENIDA                  MANZANARES                                        ,214,440593.6,4471277.5,NO,POINT (-3.699948985715686 40.38997743103994)
826,HOSTAL,NO,ALMENDRALES         ,4,USERA               ,12,CALLE                    PILARICA                                          ,26,440301.6,4470788.5,NO,POINT (-3.703343369235256 40.38555139077162)
827,VIVIENDA TURISTICA,NO,ORCASITAS           ,1,USERA               ,12,PLAZA                    PROMESAS                                          ,6,440058.56,4468862.5,NO,POINT (-3.706025432927828 40.36818351359245)
828,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,SAN FERMIN          ,3,USERA               ,12,AVENIDA                  FUEROS                                            ,36,441538.56,4469082.5,NO,POINT (-3.68861450510796 40.37027050271377)
829,CASA DE HUESPEDES,NO,SAN FERMIN          ,3,USERA               ,12,CALLE                    CARABELOS                                         ,25,441266.56,4469630.5,NO,POINT (-3.6918686476300455 40.375188074658226)
830,CASA DE HUESPEDES,NO,PALOMERAS SURESTE   ,4,PUENTE DE VALLECAS  ,13,CALLE                    RAFAEL FERNANDEZ HIJICOS                          ,34,446084.53,4471226.5,NO,POINT (-3.635252387855545 40.38989148598535)
831,PENSION,NO,NUMANCIA            ,6,PUENTE DE VALLECAS  ,13,AVENIDA                  ALBUFERA                                          ,135,444122.56,4471557.5,NO,POINT (-3.658396676195382 40.39274403439381)
832,VIVIENDA TURISTICA,NO,NUMANCIA            ,6,PUENTE DE VALLECAS  ,13,CALLE                    MENDIVIL                                          ,16,443521.56,4472374.5,NO,POINT (-3.665550199259642 40.400063504684056)
833,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALOMERAS SURESTE   ,4,PUENTE DE VALLECAS  ,13,CALLE                    SAN CLAUDIO                                       ,44,445553.56,4471178.5,NO,POINT (-3.6415040035025017 40.389424536051536)
834,CASA DE HUESPEDES,NO,ENTREVIAS           ,1,PUENTE DE VALLECAS  ,13,CALLE                    CERRO DE LA ALCAZABA                              ,4,443027.56,4470724.5,NO,POINT (-3.6712235830117383 40.38516571168828)
835,HOTEL,SI,SAN DIEGO           ,2,PUENTE DE VALLECAS  ,13,CALLE                    LOZANO                                            ,3,443087.56,4471949.5,SI,POINT (-3.670626197286125 40.3962053163591)
836,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PALOMERAS SURESTE   ,4,PUENTE DE VALLECAS  ,13,CALLE                    SAN CLAUDIO                                       ,44,445556.44,4471181.0,NO,POINT (-3.6414702861967085 40.389447245857255)
837,PENSION,NO,SAN DIEGO           ,2,PUENTE DE VALLECAS  ,13,CALLE                    QUIJADA DE PANDIELLOS                             ,36,443193.56,4471348.5,NO,POINT (-3.6693236194532552 40.39079840128085)
838,CASA DE HUESPEDES,NO,NUMANCIA            ,6,PUENTE DE VALLECAS  ,13,AVENIDA                  SIERRA DE SEGURA                                  ,2,443696.56,4472698.5,NO,POINT (-3.6635167621517 40.40299413254887)
839,VIVIENDA TURISTICA,NO,PALOMERAS SURESTE   ,4,PUENTE DE VALLECAS  ,13,CALLE                    ANDALUCES                                         ,26,445859.56,4471218.5,NO,POINT (-3.637902233747856 40.38980482555049)
840,APART-HOTEL,NO,NUMANCIA            ,6,PUENTE DE VALLECAS  ,13,CALLE                    PICO ALMANZOR                                     ,12,443775.56,4472626.5,NO,POINT (-3.6625794735825394 40.40235085384547)
841,VIVIENDA TURISTICA,NO,PORTAZGO            ,5,PUENTE DE VALLECAS  ,13,CALLE                    CALELLA                                           ,2,444773.56,4471738.5,NO,POINT (-3.650742195539741 40.39441801072947)
842,PENSION,NO,SAN DIEGO           ,2,PUENTE DE VALLECAS  ,13,CALLE                    SIERRA DE ALCUBIERRE                              ,7,443355.56,4471516.5,NO,POINT (-3.667429914251124 40.39232287466257)
843,APART-HOTEL,NO,SAN DIEGO           ,2,PUENTE DE VALLECAS  ,13,CALLE                    MELQUIADES BIENCINTO                              ,1,443252.56,4472112.5,NO,POINT (-3.6686965773652225 40.39768497223013)
844,VIVIENDA TURISTICA,NO,SAN DIEGO           ,2,PUENTE DE VALLECAS  ,13,CALLE                    MANUEL MAROTO                                     ,29,443199.56,4471031.5,NO,POINT (-3.669224660547072 40.38794309085944)
845,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,MEDIA LEGUA         ,4,MORATALAZ           ,14,CALLE                    ENTRE ARROYOS                                     ,13,444427.56,4473349.5,NO,POINT (-3.654959559396484 40.408907828313026)
846,VIVIENDA TURISTICA,NO,SAN PASCUAL         ,5,CIUDAD LINEAL       ,15,CALLE                    VIRGEN DE AFRICA                                  ,35,444424.6,4476802.5,NO,POINT (-3.6552962516711163 40.44001415365707)
847,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,CALLE                    SAN MARCELO                                       ,18,444344.56,4475323.5,NO,POINT (-3.656110438771061 40.42668517831358)
848,VIVIENDA TURISTICA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    FRANCISCO VILLAESPESA                             ,53,445290.56,4475643.5,NO,POINT (-3.6449864558468565 40.42963066714224)
849,HOTEL,SI,CONCEPCION          ,4,CIUDAD LINEAL       ,15,CALLE                    SIENA                                             ,10,444337.56,4475970.5,SI,POINT (-3.656249609236746 40.4325132353512)
850,VIVIENDA TURISTICA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,PLAZA                    BAMI                                              ,5,444482.56,4475787.5,NO,POINT (-3.654524208501709 40.43087436353465)
851,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    SAN FIDEL                                         ,65,445703.94,4475395.0,NO,POINT (-3.6400920567111728 40.42741912228073)
852,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    GONZALO DE BERCEO                                 ,40,445588.2,4475427.0,NO,POINT (-3.641459164427661 40.427699834457094)
853,VIVIENDA TURISTICA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,PLAZA                    BAMI                                              ,6,444494.56,4475790.5,NO,POINT (-3.6543830049321606 40.4309021899898)
854,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,QUINTANA            ,3,CIUDAD LINEAL       ,15,CALLE                    ARTURO SORIA                                      ,28,445745.56,4476875.5,NO,POINT (-3.639727818930653 40.440759014368815)
855,VIVIENDA TURISTICA,NO,SAN PASCUAL         ,5,CIUDAD LINEAL       ,15,CALLE                    CARIBE                                            ,4,444433.6,4477079.5,NO,POINT (-3.65521436576437 40.442510116147936)
856,VIVIENDA TURISTICA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    EMILIO FERRARI                                    ,27,445496.56,4476035.5,NO,POINT (-3.642591617016599 40.433175546157926)
858,VIVIENDA TURISTICA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    SANTURCE                                          ,1,445666.56,4475167.5,NO,POINT (-3.6405132584056252 40.425367231409155)
859,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,SAN PASCUAL         ,5,CIUDAD LINEAL       ,15,CALLE                    TORRELAGUNA                                       ,16,444843.6,4476972.5,NO,POINT (-3.6503708340416243 40.441573502283646)
860,HOTEL,SI,SAN PASCUAL         ,5,CIUDAD LINEAL       ,15,CALLE                    ALBACETE                                          ,1,444236.6,4476950.5,SI,POINT (-3.657525834344721 40.4413348285711)
861,VIVIENDA TURISTICA,NO,COLINA              ,7,CIUDAD LINEAL       ,15,PLAZA                    CIUDAD DE SALTA                                   ,5,443952.6,4478490.5,NO,POINT (-3.661010275740833 40.45518882753644)
862,HOTEL,SI,QUINTANA            ,3,CIUDAD LINEAL       ,15,CALLE                    ARTURO SORIA                                      ,14,445838.56,4476737.5,SI,POINT (-3.6386195328586775 40.4395218966209)
863,HOTEL,SI,CONCEPCION          ,4,CIUDAD LINEAL       ,15,CALLE                    ALCALA                                            ,269,444318.56,4475924.5,SI,POINT (-3.6564695718122686 40.43209757100581)
864,HOTEL,SI,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    HERMANOS GARCIA NOBLEJAS                          ,190,446948.56,4474496.5,SI,POINT (-3.6253452035553604 40.41940519332984)
865,VIVIENDA TURISTICA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,CALLE                    SAN LAMBERTO                                      ,15,444698.56,4474645.5,NO,POINT (-3.6518784972996294 40.42060098366949)
866,HOTEL,SI,COLINA              ,7,CIUDAD LINEAL       ,15,CALLE                    ALLENDESALAZAR                                    ,4,443787.6,4478984.5,SI,POINT (-3.6629998697568946 40.459627875141656)
868,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ATALAYA             ,8,CIUDAD LINEAL       ,15,CALLE                    ARTURO SORIA                                      ,230,443663.6,4479464.5,NO,POINT (-3.6645049089048585 40.46394354551378)
869,CASA DE HUESPEDES,NO,COSTILLARES         ,9,CIUDAD LINEAL       ,15,CALLE                    MARQUES DE ALTAMIRA                               ,5,443467.6,4480655.5,NO,POINT (-3.6669227697608995 40.4746593064737)
870,VIVIENDA TURISTICA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,CALLE                    SAN LAMBERTO                                      ,1,444676.56,4474541.5,NO,POINT (-3.6521287645258558 40.41966263080843)
871,HOTEL,NO,COSTILLARES         ,9,CIUDAD LINEAL       ,15,CALLE                    BAUSA                                             ,27,443259.6,4480092.5,NO,POINT (-3.6693260635868796 40.46957336520188)
872,APART-HOTEL,NO,COSTILLARES         ,9,CIUDAD LINEAL       ,15,CALLE                    ARTE                                              ,14,443141.62,4481575.5,NO,POINT (-3.670850657294658 40.4829248152939)
873,VIVIENDA TURISTICA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    JUAN BOSCAN                                       ,61,445822.56,4475405.5,NO,POINT (-3.6386946319989044 40.42752144582466)
874,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,PUEBLO NUEVO        ,2,CIUDAD LINEAL       ,15,CALLE                    MARCELINO ROA VAZQUEZ                             ,43,445653.56,4475541.5,NO,POINT (-3.640698471361848 40.42873558811823)
875,HOTEL,SI,SAN PASCUAL         ,5,CIUDAD LINEAL       ,15,CALLE                    TORRELAGUNA                                       ,69,444438.6,4477285.5,SI,POINT (-3.6551734296156724 40.44436620544985)
876,HOTEL,SI,SAN JUAN BAUTISTA   ,6,CIUDAD LINEAL       ,15,CALLE                    EMILIO VARGAS                                     ,3,444415.6,4477673.5,SI,POINT (-3.6554785814243576 40.44785997212066)
877,VIVIENDA TURISTICA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,CALLE                    ALCALA                                            ,222,444057.6,4475799.5,NO,POINT (-3.65953502721673 40.43095399421213)
878,VIVIENDA TURISTICA,NO,CONCEPCION          ,4,CIUDAD LINEAL       ,15,CALLE                    VIRGEN DE AFRICA                                  ,7,444585.6,4476508.5,NO,POINT (-3.653372357647403 40.43737639032308)
879,APART-HOTEL,NO,CONCEPCION          ,4,CIUDAD LINEAL       ,15,CALLE                    JUAN PEREZ ZUÃIGA                                 ,20,445037.6,4477105.5,NO,POINT (-3.648094949551034 40.44278448360305)
880,VIVIENDA TURISTICA,NO,VENTAS              ,1,CIUDAD LINEAL       ,15,TRAVESIA                 POETA BLAS DE OTERO                               ,6,444430.56,4474857.5,NO,POINT (-3.6550559389788333 40.422492942965235)
881,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,COLINA              ,7,CIUDAD LINEAL       ,15,CALLE                    PABLO VIDAL                                       ,6,443875.6,4478903.5,NO,POINT (-3.6619548530800654 40.45890413626955)
882,PENSION,NO,PINAR DEL REY       ,4,HORTALEZA           ,16,CALLE                    PINAR DEL REY                                     ,35,444505.6,4479969.5,NO,POINT (-3.654618051019391 40.46854949711103)
883,VIVIENDA TURISTICA,NO,PINAR DEL REY       ,4,HORTALEZA           ,16,CALLE                    LOPEZ DE HOYOS                                    ,385,444866.6,4480356.5,NO,POINT (-3.65039355032813 40.472059819254326)
884,HOTEL,SI,PIOVERA             ,2,HORTALEZA           ,16,CALLE                    MOSCATELAR                                        ,24,445090.6,4478666.5,SI,POINT (-3.64760500765857 40.45685029126316)
885,VIVIENDA TURISTICA,NO,PINAR DEL REY       ,4,HORTALEZA           ,16,AVENIDA                  CELIO VILLALBA                                    ,6,445850.6,4480632.5,NO,POINT (-3.6388098263964603 40.47461089859435)
886,VIVIENDA TURISTICA,NO,CANILLAS            ,3,HORTALEZA           ,16,CALLE                    TRIBALDOS                                         ,56,445755.6,4479820.5,NO,POINT (-3.6398610569322885 40.46728979369167)
887,APART-HOTEL,NO,PINAR DEL REY       ,4,HORTALEZA           ,16,CALLE                    TORREGROSA                                        ,4,445056.6,4480221.5,NO,POINT (-3.6481406159655494 40.470856263222025)
888,HOTEL,SI,VALDEFUENTES        ,6,HORTALEZA           ,16,CALLE                    VIA DE LOS POBLADOS                               ,3,446234.6,4480652.5,SI,POINT (-3.6342816718772033 40.47481601628447)
889,CASA DE HUESPEDES,NO,CANILLAS            ,3,HORTALEZA           ,16,CALLE                    ULISES                                            ,30,444641.6,4478735.5,NO,POINT (-3.652906234952723 40.457442090158494)
890,HOSTAL,NO,CANILLAS            ,3,HORTALEZA           ,16,CALLE                    NAPOLES                                           ,48,445008.6,4478990.5,NO,POINT (-3.6486001313511887 40.45976362612786)
891,VIVIENDA TURISTICA,NO,CANILLAS            ,3,HORTALEZA           ,16,CALLE                    SANTO ANGEL                                       ,88,444406.6,4479187.5,NO,POINT (-3.6557172815857655 40.461498242018386)
892,VIVIENDA TURISTICA,NO,CANILLAS            ,3,HORTALEZA           ,16,CALLE                    TRIBALDOS                                         ,60,445755.6,4479849.5,NO,POINT (-3.6398635363008074 40.46755104048182)
893,HOTEL,SI,PINAR DEL REY       ,4,HORTALEZA           ,16,CALLE                    ERAS                                              ,6,445645.6,4480703.5,SI,POINT (-3.6412341881152073 40.47523711078314)
894,HOTEL,SI,VALDEFUENTES        ,6,HORTALEZA           ,16,CALLE                    SANCHINARRO                                       ,13,443205.62,4482489.5,SI,POINT (-3.67017749100952 40.491162895810646)
