NMT;anio;mes;dia;tipo;LAEQ;DIRECCION;X (ETRS89);Y (ETRS89)
24;2021;6;23;E;44.6;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;23;N;40.8;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;23;T;46;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
25;2021;6;23;D;67.8;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;23;E;67.4;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;23;N;62.8;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;23;T;66.6;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
26;2021;6;23;D;60.7;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;23;E;58.6;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;23;N;54.6;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;23;T;59.1;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
27;2021;6;23;D;58.9;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;23;E;58.1;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;23;N;54.4;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;23;T;57.8;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
28;2021;6;23;D;67.8;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;23;E;65.7;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;23;N;60.1;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;23;T;66;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
29;2021;6;23;D;56.4;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;6;23;E;55.6;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;6;23;N;49.6;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;6;23;T;55;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
30;2021;6;23;D;59.7;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;6;23;E;59.4;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;6;23;N;51.8;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;6;23;T;58.2;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
31;2021;6;23;D;62.2;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;6;23;E;62.4;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;6;23;N;51.7;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;6;23;T;60.7;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
47;2021;6;23;D;55.5;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;6;23;E;54.9;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;6;23;N;49.8;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;6;23;T;54.2;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
48;2021;6;23;D;61.4;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;6;23;E;59.7;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;6;23;N;53.6;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;6;23;T;59.7;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
50;2021;6;23;D;66.1;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;6;23;E;64.1;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;6;23;N;59.1;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;6;23;T;64.6;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
54;2021;6;23;D;60;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;6;23;E;59.7;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;6;23;N;52.1;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;6;23;T;58.6;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
55;2021;6;23;D;56.2;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;6;23;E;54.2;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;6;23;N;49.9;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;6;23;T;54.6;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
86;2021;6;23;D;56.2;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
86;2021;6;23;E;56.2;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
86;2021;6;23;N;46.5;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
86;2021;6;23;T;54.7;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
1;2021;6;24;D;68.2;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;6;24;E;65.9;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;6;24;N;63;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;6;24;T;66.6;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
2;2021;6;24;D;68.4;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;6;24;E;67.5;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;6;24;N;64.5;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;6;24;T;67.2;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
3;2021;6;24;D;61.9;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;6;24;E;63.7;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;6;24;N;55.6;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;6;24;T;61.4;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
5;2021;6;24;D;60.1;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;6;24;E;61.6;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;6;24;N;53.6;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;6;24;T;59.2;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
6;2021;6;24;D;69.5;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;6;24;E;69.1;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;6;24;N;64.1;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;6;24;T;68.3;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
8;2021;6;24;D;64.1;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;6;24;E;65;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;6;24;N;58.7;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;6;24;T;63.1;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
10;2021;6;24;D;64.5;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;6;24;E;63.1;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;6;24;N;57.1;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;6;24;T;62.8;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
12;2021;6;24;D;63.3;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;6;24;E;64.8;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;6;24;N;57.4;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;6;24;T;62.5;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
13;2021;6;24;D;59.4;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;6;24;E;58.6;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;6;24;N;50.8;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;6;24;T;57.8;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
14;2021;6;24;D;65.6;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;6;24;E;63.1;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;6;24;N;63.2;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;6;24;T;64.7;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
16;2021;6;24;D;60.5;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;6;24;E;59.7;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;6;24;N;55.1;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;6;24;T;59.2;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
17;2021;6;24;D;57.8;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;6;24;E;62.9;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;6;24;N;51.8;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;6;24;T;58.3;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
18;2021;6;24;D;56.9;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;6;24;E;55.1;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;6;24;N;49.7;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;6;24;T;55.2;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
19;2021;6;24;D;60.6;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;6;24;E;59.6;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;6;24;N;52.4;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;6;24;T;59;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
20;2021;6;24;D;59.9;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;6;24;E;61.4;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;6;24;N;52.3;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;6;24;T;58.9;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
24;2021;6;24;D;47.7;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;24;E;44.1;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;24;N;39;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;24;T;45.6;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
25;2021;6;24;D;67.5;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;24;E;67;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;24;N;63.1;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;24;T;66.4;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
26;2021;6;24;D;60.8;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;24;E;58.6;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;24;N;54.9;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;24;T;59.2;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
27;2021;6;24;D;58.3;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;24;E;56.8;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;24;N;55.5;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;24;T;57.3;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
28;2021;6;24;D;68.2;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;24;E;67.2;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;24;N;59.3;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;24;T;66.5;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
29;2021;6;24;D;56.7;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;6;24;E;56.7;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;6;24;N;54.1;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;6;24;T;56.1;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
30;2021;6;24;D;61;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;6;24;E;59.8;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;6;24;N;51.9;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;6;24;T;59.2;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
31;2021;6;24;D;62.1;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;6;24;E;62.2;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;6;24;N;52.2;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;6;24;T;60.6;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
47;2021;6;24;D;57.4;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;6;24;E;56;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;6;24;N;50.6;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;6;24;T;55.8;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
48;2021;6;24;D;60.6;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;6;24;E;59.8;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;6;24;N;55.4;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;6;24;T;59.3;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
50;2021;6;24;D;65.8;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;6;24;E;64.6;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;6;24;N;61.4;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;6;24;T;64.3;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
54;2021;6;24;D;60.4;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;6;24;E;59.5;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;6;24;N;53.5;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;6;24;T;58.9;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
55;2021;6;24;D;56;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;6;24;E;55;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;6;24;N;49.8;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;6;24;T;54.5;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
86;2021;6;24;D;56.3;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
86;2021;6;24;E;55.9;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
86;2021;6;24;N;47.4;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
86;2021;6;24;T;54.7;Tres Olivos Frente al nº 23 de la Avenida del Campo de Calatrava;441557;4483544
1;2021;6;25;D;66.2;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;6;25;E;66.4;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;6;25;N;62.7;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;6;25;T;65.4;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
2;2021;6;25;D;68.4;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;6;25;E;68.9;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;6;25;N;64.5;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;6;25;T;67.6;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
3;2021;6;25;D;62;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;6;25;E;63.9;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;6;25;N;59;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;6;25;T;61.7;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
5;2021;6;25;D;69.5;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;6;25;E;63.6;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;6;25;N;52.3;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;6;25;T;66.9;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
6;2021;6;25;D;69.4;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;6;25;E;68.4;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;6;25;N;64.2;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;6;25;T;68.1;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
8;2021;6;25;D;64.5;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;6;25;E;66.3;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;6;25;N;59.4;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;6;25;T;63.9;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
10;2021;6;25;D;64.2;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;6;25;E;63.7;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;6;25;N;57.3;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;6;25;T;62.7;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
12;2021;6;25;D;62.8;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;6;25;E;63.1;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;6;25;N;56.6;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;6;25;T;61.7;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
13;2021;6;25;D;60.8;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;6;25;E;58.9;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;6;25;N;54.2;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;6;25;T;59.1;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
14;2021;6;25;D;64.4;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;6;25;E;64;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;6;25;N;60.3;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;6;25;T;63.2;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
16;2021;6;25;D;61.8;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;6;25;E;60.7;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;6;25;N;54.7;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;6;25;T;60.3;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
17;2021;6;25;D;57.8;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;6;25;E;61.8;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;6;25;N;51.4;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;6;25;T;57.9;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
18;2021;6;25;D;57.9;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;6;25;E;57.7;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;6;25;N;49.2;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;6;25;T;56.3;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
19;2021;6;25;D;60.1;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;6;25;E;59.9;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;6;25;N;53.3;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;6;25;T;58.8;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
20;2021;6;25;D;60.6;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;6;25;E;60.9;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;6;25;N;53.1;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;6;25;T;59.3;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
24;2021;6;25;D;49.6;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;25;E;51.6;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;25;N;39.9;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;6;25;T;48.7;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
25;2021;6;25;D;67.4;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;25;E;66.6;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;25;N;63.2;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;6;25;T;66.2;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
26;2021;6;25;D;60;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;25;E;58.4;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;25;N;54.6;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;6;25;T;58.5;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
27;2021;6;25;D;58.3;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;25;E;57.4;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;25;N;54.8;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;6;25;T;57.3;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
28;2021;6;25;D;67.4;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;6;25;E;65.5;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
